Title,Product URL,Price,Solder,Review,Review Number,Image URL,Crawl Time
"Lady Ludmilla's Accidental Letter (Merry Spinsters, Charming Rogues)",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzA1NzY1Mjg5NTUxMDI4OjE3MDY0OTk1NzU6c3BfYXRmX25leHQ6MjAwMDk3ODQ2ODUyOTk4OjowOjo&url=%2FLudmillas-Accidental-Letter-Spinsters-Charming-ebook%2Fdp%2FB09MFQ1FKQ%2Fref%3Dsr_1_82_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499575%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,$0.00,Sofi  Laporte,4.4 out of 5 stars,"2,114",https://m.media-amazon.com/images/I/71TEriO6NiL._AC_UY218_.jpg,2024-01-28 22:39:40
Doomed Legacy (The Rick Cahill Series Book 9),https://www.amazon.com/Doomed-Legacy-Rick-Cahill-Book-ebook/dp/B09Y74RH6M/ref=sr_1_83?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-83,$1.99,Matt Coyle,4.3 out of 5 stars,147,https://m.media-amazon.com/images/I/81B6VLId8DL._AC_UY218_.jpg,2024-01-28 22:39:40
Confessions of a Bookseller,https://www.amazon.com/Confessions-Bookseller-Shaun-Bythell-ebook/dp/B08528D5B6/ref=sr_1_84?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-84,$2.99,Shaun Bythell,4.3 out of 5 stars,"1,529",https://m.media-amazon.com/images/I/81Joh8HxORL._AC_UY218_.jpg,2024-01-28 22:39:40
"Be Mine Tonight (Brotherhood of Blood, Book 1)",https://www.amazon.com/Mine-Tonight-Brotherhood-Blood-Book-ebook/dp/B000N0WTG0/ref=sr_1_85?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-85,$1.99,Kathryn Smith,4.3 out of 5 stars,166,https://m.media-amazon.com/images/I/51oig22QN6L._AC_UY218_.jpg,2024-01-28 22:39:40
Beneath a Starless Sky: A gripping and utterly heartbreaking WW2 historical fiction novel,https://www.amazon.com/Beneath-Starless-Sky-heartbreaking-historical-ebook/dp/B08LQ6ZYQ8/ref=sr_1_86?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-86,$0.99,Tessa Harris,4.5 out of 5 stars,"1,841",https://m.media-amazon.com/images/I/81x+BdhPn0L._AC_UY218_.jpg,2024-01-28 22:39:40
Noble Intentions: A Jack Noble Thriller,https://www.amazon.com/Noble-Intentions-Jack-4-ebook/dp/B0092ETUTC/ref=sr_1_87?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-87,$2.99,L.T. Ryan,4.3 out of 5 stars,"15,577",https://m.media-amazon.com/images/I/91Zfnn7I9yL._AC_UY218_.jpg,2024-01-28 22:39:40
The Life She Wanted: A Novel,https://www.amazon.com/Life-She-Wanted-Novel-ebook/dp/B0B87CC5Y9/ref=sr_1_88?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-88,$0.00,Anita Abriel,4.1 out of 5 stars,"13,917",https://m.media-amazon.com/images/I/91tO-L6JExL._AC_UY218_.jpg,2024-01-28 22:39:40
These Tangled Vines: A Novel,https://www.amazon.com/These-Tangled-Vines-Julianne-MacLean-ebook/dp/B08G1D6PKK/ref=sr_1_89?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-89,$0.00,Julianne MacLean,4.4 out of 5 stars,"72,098",https://m.media-amazon.com/images/I/91l7AmorKbL._AC_UY218_.jpg,2024-01-28 22:39:40
"Love Heart Lane: A feel good romcom to make you fall in love again – the perfect read for the New Year! (Love Heart Lane, Book 1)",https://www.amazon.com/Love-Heart-Lane-Book-ebook/dp/B07DX1YXKM/ref=sr_1_90?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-90,$0.99,Christie Barlow,4.5 out of 5 stars,"4,666",https://m.media-amazon.com/images/I/81GJ1BBxoaL._AC_UY218_.jpg,2024-01-28 22:39:40
Tangled Hearts,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzA1NzY1Mjg5NTUxMDI4OjE3MDY0OTk1NzU6c3BfbXRmOjIwMDE2NzA3MDM0MjI5ODo6MDo6&url=%2FTangled-Hearts-M-S-Parker-ebook%2Fdp%2FB0C51MHSKQ%2Fref%3Dsr_1_91_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499575%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,M. S. Parker,4.4 out of 5 stars,798,https://m.media-amazon.com/images/I/81AzUo1z42L._AC_UY218_.jpg,2024-01-28 22:39:40
Cowboy Seeking Nanny (Cowboys of Moss Creek Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzA1NzY1Mjg5NTUxMDI4OjE3MDY0OTk1NzU6c3BfbXRmOjIwMDA1NDM5NTc4NDQyMTo6MDo6&url=%2FCowboy-Seeking-Nanny-Classifieds-Book-ebook%2Fdp%2FB08DM2SLCT%2Fref%3Dsr_1_92_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499575%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,Janice Whiteaker,4.5 out of 5 stars,"6,169",https://m.media-amazon.com/images/I/71UPQuR1BgL._AC_UY218_.jpg,2024-01-28 22:39:40
"Daughters of War: the most spellbinding escapist historical fiction novel from the international bestseller (The Daughters of War, Book 1)",https://www.amazon.com/Daughters-War-spellbinding-historical-international-ebook/dp/B08VRK65JR/ref=sr_1_93?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-93,$0.99,Dinah Jefferies,4.3 out of 5 stars,"4,460",https://m.media-amazon.com/images/I/91H9kT-TZ7L._AC_UY218_.jpg,2024-01-28 22:39:40
Think and Grow Rich: The Complete 1937 Classic Text Featuring an Afterword by Bob Proctor,https://www.amazon.com/Think-Grow-Rich-Featuring-Afterword-ebook/dp/B08H2KPTDQ/ref=sr_1_94?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-94,$2.98,Bob Proctor,4.6 out of 5 stars,175,https://m.media-amazon.com/images/I/81scG8q9-qL._AC_UY218_.jpg,2024-01-28 22:39:40
Snowfall in the City: Two Beloved Classics,https://www.amazon.com/Snowfall-City-Susan-Wiggs-ebook/dp/B07VY5HLYM/ref=sr_1_95?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-95,$2.99,Susan Wiggs,4.4 out of 5 stars,"1,044",https://m.media-amazon.com/images/I/81z5B6QuHsL._AC_UY218_.jpg,2024-01-28 22:39:40
Dark Fissures: A Rick Cahill Novel (The Rick Cahill Series Book 3),https://www.amazon.com/Dark-Fissures-Rick-Cahill-Book-ebook/dp/B01DQ3S33S/ref=sr_1_96?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-96,$1.99,Matt Coyle,4.2 out of 5 stars,"1,033",https://m.media-amazon.com/images/I/71e33+UmZQL._AC_UY218_.jpg,2024-01-28 22:39:40
You Have Arrived at Your Destination (Forward collection),https://www.amazon.com/Have-Arrived-Destination-Forward-collection-ebook/dp/B07VBCYTGR/ref=sr_1_97?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-97,$0.00,Amor Towles,3.8 out of 5 stars,"6,501",https://m.media-amazon.com/images/I/81anZLu2p1L._AC_UY218_.jpg,2024-01-28 22:39:40
Yesterday's News (Clare Carlson Mysteries Book 1),https://www.amazon.com/Yesterdays-News-Clare-Carlson-Mystery-ebook/dp/B07BJC5NV3/ref=sr_1_98?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-98,$1.99,R. G. Belsky,4.3 out of 5 stars,836,https://m.media-amazon.com/images/I/91JJXnQThWL._AC_UY218_.jpg,2024-01-28 22:39:40
"Old English Medical Remedies: Mandrake, Wormwood and Raven's Eye",https://www.amazon.com/Old-English-Medical-Remedies-Mandrake-ebook/dp/B07BCJZX21/ref=sr_1_99?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-99,$2.99,Amazon.com Services LLC,4.5 out of 5 stars,51,https://m.media-amazon.com/images/I/81HuO3oaNzL._AC_UY218_.jpg,2024-01-28 22:39:40
The Wedding Bargain (Effington Family Book 1),https://www.amazon.com/Wedding-Bargain-Effington-Family-Book-ebook/dp/B000FC1PQ6/ref=sr_1_100?keywords=Kindle+Store&qid=1706499575&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-100,$1.99,Victoria Alexander,4.4 out of 5 stars,344,https://m.media-amazon.com/images/I/51gR84DvqbL._AC_UY218_.jpg,2024-01-28 22:39:40
The Secrets We Bury (The Undertaker's Daughter),https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzA1NzY1Mjg5NTUxMDI4OjE3MDY0OTk1NzU6c3BfYnRmOjMwMDA4MzcwNzEwOTcwMjo6MDo6&url=%2FSecrets-We-Bury-Undertakers-Daughter-ebook%2Fdp%2FB07FD8WBP7%2Fref%3Dsr_1_101_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499575%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,$2.99,Debra Webb,4.4 out of 5 stars,"1,298",https://m.media-amazon.com/images/I/81QuKp8PcXL._AC_UY218_.jpg,2024-01-28 22:39:40
"Noah: A Small Town/ Fake Dating/ Romantic Comedy (The Cowboys of Calamity, Texas Book 1)",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzA1NzY1Mjg5NTUxMDI4OjE3MDY0OTk1NzU6c3BfYnRmOjMwMDA2MjkxNzg1OTkwMjo6MDo6&url=%2FNoah-Dating-Romantic-Cowboys-Calamity-ebook%2Fdp%2FB0C4MVPW3Z%2Fref%3Dsr_1_102_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499575%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,$2.49,Lori  Wilde,4.4 out of 5 stars,263,https://m.media-amazon.com/images/I/81fgyS4iucL._AC_UY218_.jpg,2024-01-28 22:39:40
Under the Willows,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjY4OTU1ODU1ODI4MDI4OjE3MDY0OTk1ODU6c3BfYXRmX25leHQ6MjAwMTU3ODA4MTA4Mjk4OjowOjo&url=%2FUnder-Willows-Pamela-McCord-ebook%2Fdp%2FB0876GN5HP%2Fref%3Dsr_1_97_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499585%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,$0.00,Pamela McCord,4.4 out of 5 stars,490,https://m.media-amazon.com/images/I/91M7QlEhP3L._AC_UY218_.jpg,2024-01-28 22:39:50
Blood Trails: A Michael Flint Novel (Michael Flint Series Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjY4OTU1ODU1ODI4MDI4OjE3MDY0OTk1ODU6c3BfYXRmX25leHQ6MjAwMDY5MzMzMzQ1Nzk4OjowOjo&url=%2FBlood-Trails-Michael-Flint-Novel-ebook%2Fdp%2FB09NX9TSCK%2Fref%3Dsr_1_98_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499585%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,$9.99,Diane Capri,4.3 out of 5 stars,"1,785",https://m.media-amazon.com/images/I/71yoKf6Sr5L._AC_UY218_.jpg,2024-01-28 22:39:50
Two Turns from Zero: Pushing to Higher Fitness Goals--Converting Them to Life Strength,https://www.amazon.com/Two-Turns-Zero-Goals-Converting-Strength-ebook/dp/B01GCCXO02/ref=sr_1_99?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-99,$2.99,Stacey Griffith,4.1 out of 5 stars,212,https://m.media-amazon.com/images/I/81M--V1B4hL._AC_UY218_.jpg,2024-01-28 22:39:50
All the Pretty Girls: A Novel (A Taylor Jackson Novel Book 1),https://www.amazon.com/All-Pretty-Girls-Taylor-Jackson-ebook/dp/B096VWXNMN/ref=sr_1_100?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-100,$1.99,J.T. Ellison,4.4 out of 5 stars,"2,458",https://m.media-amazon.com/images/I/81lHqwXI5ES._AC_UY218_.jpg,2024-01-28 22:39:50
The Two Minute Rule,https://www.amazon.com/Two-Minute-Rule-Robert-Crais-ebook/dp/B000FCKS0K/ref=sr_1_101?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-101,$1.99,Robert Crais,4.4 out of 5 stars,"4,869",https://m.media-amazon.com/images/I/819OSkPGjYL._AC_UY218_.jpg,2024-01-28 22:39:50
Tell Us No Secrets: A Novel,https://www.amazon.com/Tell-Us-No-Secrets-Novel-ebook/dp/B09FLRFMYS/ref=sr_1_102?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-102,$1.99,Siena Sterling,4.1 out of 5 stars,61,https://m.media-amazon.com/images/I/71YxHPfyCRL._AC_UY218_.jpg,2024-01-28 22:39:50
One Small Mistake: An addictive and heart racing new thriller,https://www.amazon.com/One-Small-Mistake-addictive-thriller-ebook/dp/B09BCJW3QL/ref=sr_1_103?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-103,$0.00,Dandy Smith,4.4 out of 5 stars,"7,638",https://m.media-amazon.com/images/I/81X0yPyjttL._AC_UY218_.jpg,2024-01-28 22:39:50
Let Me In,https://www.amazon.com/Let-Me-Claire-McGowan-ebook/dp/B0BFZQJDDG/ref=sr_1_104?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-104,$0.00,Claire McGowan,4.2 out of 5 stars,"5,827",https://m.media-amazon.com/images/I/81VlVcrdVrL._AC_UY218_.jpg,2024-01-28 22:39:50
The Victory Garden: A Novel,https://www.amazon.com/Victory-Garden-Novel-Rhys-Bowen-ebook/dp/B07FDDPFPN/ref=sr_1_105?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-105,$0.00,Rhys Bowen,4.4 out of 5 stars,"48,580",https://m.media-amazon.com/images/I/918FZVINhfL._AC_UY218_.jpg,2024-01-28 22:39:50
"Intermittent Fasting Made Easy: Next-level Hacks to Supercharge Fat Loss, Boost Energy, and Build Muscle",https://www.amazon.com/Intermittent-Fasting-Made-Easy-Supercharge-ebook/dp/B09SM685NT/ref=sr_1_106?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-106,$4.99,Thomas DeLauer,4.6 out of 5 stars,260,https://m.media-amazon.com/images/I/819QD9p41RL._AC_UY218_.jpg,2024-01-28 22:39:50
The Island: Compass Key Book 1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjY4OTU1ODU1ODI4MDI4OjE3MDY0OTk1ODU6c3BfbXRmOjIwMDAzOTc3MDkxMTc5ODo6MDo6&url=%2FIsland-Compass-Key-Book-ebook%2Fdp%2FB09S811WFC%2Fref%3Dsr_1_107_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499585%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,Maggie Miller,4.6 out of 5 stars,"3,917",https://m.media-amazon.com/images/I/81tMOwGMZzL._AC_UY218_.jpg,2024-01-28 22:39:50
Dragon's Gift Complete Series: An Urban Fantasy Boxed Set,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjY4OTU1ODU1ODI4MDI4OjE3MDY0OTk1ODU6c3BfbXRmOjIwMDA4MjAwNjMzMDU5ODo6MDo6&url=%2FDragons-Gift-Complete-Urban-Fantasy-ebook%2Fdp%2FB071JKS1B2%2Fref%3Dsr_1_108_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499585%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,Linsey Hall,4.7 out of 5 stars,"1,296",https://m.media-amazon.com/images/I/91KTSDiTOoL._AC_UY218_.jpg,2024-01-28 22:39:50
Discovery: Take A Journey on The Orphan Trains as Cindy Discovers the Life that Stole Her Grandmother’s Love. (The Orphan Train Saga Book 1),https://www.amazon.com/Discovery-Orphan-Train-Saga-Book-ebook/dp/B07KK42KZ1/ref=sr_1_109?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-109,$0.00,Sherry A. Burton,4.7 out of 5 stars,710,https://m.media-amazon.com/images/I/8193wldIApL._AC_UY218_.jpg,2024-01-28 22:39:50
Bound by Shadows (previously published as The Bear Who Loved Me) (Grizzlies Gone Wild Book 1),https://www.amazon.com/Bear-Loved-Grizzlies-Gone-Wild-ebook/dp/B01EFL9BMM/ref=sr_1_110?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-110,$2.99,Kathy Lyons,4.1 out of 5 stars,227,https://m.media-amazon.com/images/I/819OAdH3nRL._AC_UY218_.jpg,2024-01-28 22:39:50
The Vanished Man: A Lincoln Rhyme Novel,https://www.amazon.com/Vanished-Man-Lincoln-Rhyme-Novel-ebook/dp/B000FC0W74/ref=sr_1_111?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-111,$1.99,Jeffery Deaver,4.4 out of 5 stars,"4,929",https://m.media-amazon.com/images/I/714qHKfhP7L._AC_UY218_.jpg,2024-01-28 22:39:50
You Can Trust Me,https://www.amazon.com/You-Can-Trust-psychological-heart-pounding-ebook/dp/B0C9NQZNSV/ref=sr_1_112?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-112,$3.49,Kiersten Modglin,4.1 out of 5 stars,"3,790",https://m.media-amazon.com/images/I/81JxuS0rGJL._AC_UY218_.jpg,2024-01-28 22:39:50
"The Vegetarian Reset: 75 Low-Carb, Plant-Forward Recipes from Around the World",https://www.amazon.com/Vegetarian-Reset-Low-Carb-Plant-Forward-Recipes-ebook/dp/B0BHTXP5MG/ref=sr_1_113?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-113,$2.99,Vasudha Viswanath,4.8 out of 5 stars,92,https://m.media-amazon.com/images/I/81uQZyxTpmL._AC_UY218_.jpg,2024-01-28 22:39:50
Churchill's Secret Messenger: A WW2 Novel of Spies & the French Resistance,https://www.amazon.com/Churchills-Secret-Messenger-Alan-Hlad-ebook/dp/B08F2XLBCZ/ref=sr_1_114?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-114,$2.99,Alan Hlad,4.5 out of 5 stars,"4,016",https://m.media-amazon.com/images/I/91STzXwZctL._AC_UY218_.jpg,2024-01-28 22:39:50
The Billionaire's Wake-up-call Girl: An enemies-to-lovers grumpy-boss opposites-attract romantic comedy (Billionaires of Manhattan),https://www.amazon.com/Billionaires-Wake-up-call-Girl-enemies-lovers-ebook/dp/B07DY92B3B/ref=sr_1_115?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-115,$0.00,Annika Martin,4.4 out of 5 stars,"9,713",https://m.media-amazon.com/images/I/718+zgwHvIL._AC_UY218_.jpg,2024-01-28 22:39:50
Write It All Down: How to Put Your Life on the Page,https://www.amazon.com/Write-All-Down-Your-Life-ebook/dp/B098P7RH4D/ref=sr_1_116?keywords=Kindle+Store&qid=1706499585&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-116,$2.99,Rentzenbrink  Cathy,4.4 out of 5 stars,202,https://m.media-amazon.com/images/I/71Z8Un0YWBL._AC_UY218_.jpg,2024-01-28 22:39:50
The Founders (FBI Agent Kate Walsh Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjY4OTU1ODU1ODI4MDI4OjE3MDY0OTk1ODU6c3BfYnRmOjMwMDExNjYxODkyNjQwMjo6MDo6&url=%2FFounders-Agent-Kate-Walsh-Book-ebook%2Fdp%2FB08WLF6SN9%2Fref%3Dsr_1_117_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499585%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,$0.00,Stacy M.  Jones,4.5 out of 5 stars,"1,247",https://m.media-amazon.com/images/I/91Q7SxGttAS._AC_UY218_.jpg,2024-01-28 22:39:50
"The Blackmail Enigma: A Captivating Political Mystery Thriller of Crime, Intrigue & Quest for Justice. (American Tech Executive on Business Abroad Confronts Espionage and Crime Mysteries)",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjY4OTU1ODU1ODI4MDI4OjE3MDY0OTk1ODU6c3BfYnRmOjMwMDEyNzUzMDAyMTMwMjo6MDo6&url=%2FBlackmail-Enigma-K-J-Backford-ebook%2Fdp%2FB09HSQKX25%2Fref%3Dsr_1_118_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499585%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,$0.00,K.J. Backford,4.1 out of 5 stars,53,https://m.media-amazon.com/images/I/81xfYR53uwL._AC_UY218_.jpg,2024-01-28 22:39:50
Yummy Cowboy: A Small Town Enemies to Lovers Romance (Snowberry Springs Ranch Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NTc3ODMyMjgzMzM5MDI4OjE3MDY0OTk1OTQ6c3BfYXRmX25leHQ6MjAwMDg2MjAxNTQ5Njk4OjowOjo&url=%2FYummy-Cowboy-Enemies-Romance-Snowberry-ebook%2Fdp%2FB0B6SKLK4D%2Fref%3Dsr_1_113_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499594%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,$0.00,Ophelia Sexton,4.5 out of 5 stars,295,https://m.media-amazon.com/images/I/81LPRVbIO2L._AC_UY218_.jpg,2024-01-28 22:39:58
The Sweet Spot,https://www.amazon.com/Sweet-Spot-Adriana-Locke-ebook/dp/B09W8L2X88/ref=sr_1_114?keywords=Kindle+Store&qid=1706499594&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-114,$0.00,Adriana Locke,4.5 out of 5 stars,"5,308",https://m.media-amazon.com/images/I/81O-mmuWICL._AC_UY218_.jpg,2024-01-28 22:39:58
Tangled Hearts,https://www.amazon.com/Tangled-Hearts-M-S-Parker-ebook/dp/B0C51MHSKQ/ref=sr_1_115?keywords=Kindle+Store&qid=1706499594&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-115,$0.00,M. S. Parker,4.4 out of 5 stars,798,https://m.media-amazon.com/images/I/81AzUo1z42L._AC_UY218_.jpg,2024-01-28 22:39:58
Just a Regular Boy: A Novel,https://www.amazon.com/Just-Regular-Catherine-Ryan-Hyde-ebook/dp/B0B5636LJT/ref=sr_1_116?keywords=Kindle+Store&qid=1706499594&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-116,$0.00,Catherine Ryan Hyde,4.6 out of 5 stars,"15,395",https://m.media-amazon.com/images/I/91F5KUvVBZL._AC_UY218_.jpg,2024-01-28 22:39:58
Seconds to Midnight (A Donovan Nash Thriller Book 7),https://www.amazon.com/Seconds-Midnight-Donovan-Nash-Thriller-ebook/dp/B01L0MKIKS/ref=sr_1_117?keywords=Kindle+Store&qid=1706499594&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-117,$1.99,Philip Donlay,4.4 out of 5 stars,"1,167",https://m.media-amazon.com/images/I/71EKWDTsYzL._AC_UY218_.jpg,2024-01-28 22:39:58
"To Italy, With Love: The romantic and uplifting holiday read that will have you dreaming of Italy!",https://www.amazon.com/Italy-Love-Nicky-Pellegrino-ebook/dp/B08VJ2ZCJF/ref=sr_1_118?keywords=Kindle+Store&qid=1706499594&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-118,$0.99,Nicky Pellegrino,4.3 out of 5 stars,608,https://m.media-amazon.com/images/I/91GHhMonqXL._AC_UY218_.jpg,2024-01-28 22:39:58
Night Train to Lisbon,https://www.amazon.com/Night-Train-Lisbon-Pascal-Mercier-ebook/dp/B008V43KTA/ref=sr_1_119?keywords=Kindle+Store&qid=1706499594&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-119,$2.99,Pascal Mercier,4.0 out of 5 stars,"2,301",https://m.media-amazon.com/images/I/81y7+HhiD9L._AC_UY218_.jpg,2024-01-28 22:39:58
Hold Still,https://www.amazon.com/Hold-Still-Lisa-Regan-ebook/dp/B00KLKEXQ6/ref=sr_1_120?keywords=Kindle+Store&qid=1706499594&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-120,$0.00,Lisa Regan,4.4 out of 5 stars,"18,285",https://m.media-amazon.com/images/I/91-lbqEcNCL._AC_UY218_.jpg,2024-01-28 22:39:58
