Title,Product URL,Price,Solder,Review,Review Number,Image URL,Crawl Time
The Heaven & Earth Grocery Store: A Novel,https://www.amazon.com/Heaven-Earth-Grocery-Store-Novel-ebook/dp/B0BPNP7YQB/ref=sr_1_1?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-1,$14.99,James McBride,4.5 out of 5 stars,"24,447",https://m.media-amazon.com/images/I/81iJhMIo2lL._AC_UY218_.jpg,2024-01-28 22:38:44
The Bad Weather Friend,https://www.amazon.com/Bad-Weather-Friend-Dean-Koontz-ebook/dp/B0C2VYV9KD/ref=sr_1_2?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-2,$9.99,Dean Koontz,4.1 out of 5 stars,"7,427",https://m.media-amazon.com/images/I/81GkJIs4EtL._AC_UY218_.jpg,2024-01-28 22:38:44
Hang the Moon: A Novel,https://www.amazon.com/Hang-Moon-Novel-Jeannette-Walls-ebook/dp/B0B3Y5Q75C/ref=sr_1_3?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-3,$1.99,Jeannette Walls,4.3 out of 5 stars,"12,792",https://m.media-amazon.com/images/I/81uA7guidTL._AC_UY218_.jpg,2024-01-28 22:38:44
First Lie Wins: Reese's Book Club Pick (A Novel),https://www.amazon.com/First-Lie-Wins-Ashley-Elston-ebook/dp/B0C1Y9RMLR/ref=sr_1_4?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-4,$14.99,Ashley Elston,4.5 out of 5 stars,"7,041",https://m.media-amazon.com/images/I/81JK51UWPpL._AC_UY218_.jpg,2024-01-28 22:38:44
The Exchange: After The Firm (The Firm Series Book 2),https://www.amazon.com/Exchange-After-Firm-Book-ebook/dp/B0BYHPHG1L/ref=sr_1_5?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-5,$14.99,John Grisham,4.0 out of 5 stars,"38,635",https://m.media-amazon.com/images/I/91afIYwE9BL._AC_UY218_.jpg,2024-01-28 22:38:44
The Secret: A Jack Reacher Novel,https://www.amazon.com/Secret-Jack-Reacher-Novel-ebook/dp/B0BRPZLG9G/ref=sr_1_6?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-6,$14.99,Lee Child,4.3 out of 5 stars,"33,630",https://m.media-amazon.com/images/I/81cc7Zt6fvL._AC_UY218_.jpg,2024-01-28 22:38:44
"Holmes, Marple & Poe: The Greatest Crime-Solving Team of the Twenty-First Century (Holmes, Margaret & Poe)",https://www.amazon.com/Holmes-Marple-Poe-Crime-Solving-Twenty-First-ebook/dp/B0C436JH9L/ref=sr_1_7?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-7,$14.99,James Patterson,4.5 out of 5 stars,"2,296",https://m.media-amazon.com/images/I/71p4d02gMxL._AC_UY218_.jpg,2024-01-28 22:38:44
Resurrection Walk,https://www.amazon.com/Resurrection-Walk-Michael-Connelly-ebook/dp/B0BSTZZT12/ref=sr_1_8?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-8,$14.99,Michael Connelly,4.7 out of 5 stars,"30,109",https://m.media-amazon.com/images/I/815DqmpGt9L._AC_UY218_.jpg,2024-01-28 22:38:44
Fourth Wing (The Empyrean Book 1),https://www.amazon.com/Fourth-Wing-Empyrean-Book-1-ebook/dp/B0BGDM197Q/ref=sr_1_9?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-9,$14.99,Rebecca Yarros,4.8 out of 5 stars,"158,941",https://m.media-amazon.com/images/I/914HWd0RxsL._AC_UY218_.jpg,2024-01-28 22:38:44
Found in a Bookshop: The perfect winter read - heart-warming and unforgettable,https://www.amazon.com/Found-Bookshop-Stephanie-Butland-ebook/dp/B0B6VBLDL1/ref=sr_1_10?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-10,$0.99,Stephanie Butland,4.4 out of 5 stars,"3,920",https://m.media-amazon.com/images/I/71HYIH4z4xL._AC_UY218_.jpg,2024-01-28 22:38:44
The Edge (6:20 Man Book 2),https://www.amazon.com/Edge-20-Man-Book-ebook/dp/B0BTZ2CQQ1/ref=sr_1_11?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-11,$14.99,David Baldacci,4.6 out of 5 stars,"18,113",https://m.media-amazon.com/images/I/91+AC9AYVWL._AC_UY218_.jpg,2024-01-28 22:38:44
The Island: Compass Key Book 1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTIyMzE4MjkzODAzMDI4OjE3MDY0OTk1MTk6c3BfbXRmOjIwMDAzOTc3MDkxMTc5ODo6MDo6&url=%2FIsland-Compass-Key-Book-ebook%2Fdp%2FB09S811WFC%2Fref%3Dsr_1_12_sspa%3Fcrid%3D35BK3MAMZOGFM%26keywords%3DKindle%2BStore%26qid%3D1706499519%26s%3Ddigital-text%26sprefix%3D%252Cdigital-text%252C79%26sr%3D1-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,Maggie Miller,4.6 out of 5 stars,"3,917",https://m.media-amazon.com/images/I/81tMOwGMZzL._AC_UY218_.jpg,2024-01-28 22:38:44
A Woman's Place: A Novel,https://www.amazon.com/Womans-Place-Novel-Barbara-Delinsky-ebook/dp/B000FCKH5Q/ref=sr_1_13?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-13,$1.99,Barbara Delinsky,4.4 out of 5 stars,"1,498",https://m.media-amazon.com/images/I/51XVo03R76L._AC_UY218_.jpg,2024-01-28 22:38:44
The Silent Patient,https://www.amazon.com/Silent-Patient-Alex-Michaelides-ebook/dp/B07D2C6J4K/ref=sr_1_14?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-14,$0.00,Alex Michaelides,4.4 out of 5 stars,"293,434",https://m.media-amazon.com/images/I/91lslnZ-btL._AC_UY218_.jpg,2024-01-28 22:38:44
Winter Garden,https://www.amazon.com/Winter-Garden-Kristin-Hannah-ebook/dp/B003672JHG/ref=sr_1_15?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-15,$0.00,Kristin Hannah,4.6 out of 5 stars,"66,489",https://m.media-amazon.com/images/I/81VMCUms54L._AC_UY218_.jpg,2024-01-28 22:38:44
Just Curious,https://www.amazon.com/Just-Curious-Jude-Deveraux-ebook/dp/B008O58I4S/ref=sr_1_16?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-16,$0.99,Jude Deveraux,4.3 out of 5 stars,"7,776",https://m.media-amazon.com/images/I/81B6Q2Uxz0L._AC_UY218_.jpg,2024-01-28 22:38:44
The Senator: A Blake Jordan Thriller (The Blake Jordan Series Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTIyMzE4MjkzODAzMDI4OjE3MDY0OTk1MTk6c3BfbXRmOjIwMDE3MzQ5MjYyODk5ODo6MDo6&url=%2FSenator-Blake-Jordan-Thriller-Book-ebook%2Fdp%2FB01ENU0V5Q%2Fref%3Dsr_1_17_sspa%3Fcrid%3D35BK3MAMZOGFM%26keywords%3DKindle%2BStore%26qid%3D1706499519%26s%3Ddigital-text%26sprefix%3D%252Cdigital-text%252C79%26sr%3D1-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,Ken Fite,4.2 out of 5 stars,"11,957",https://m.media-amazon.com/images/I/811uF+uek1L._AC_UY218_.jpg,2024-01-28 22:38:44
No Time Left (Kindle Single),https://www.amazon.com/No-Time-Left-Kindle-Single-ebook/dp/B004LB4FBE/ref=sr_1_18?crid=35BK3MAMZOGFM&keywords=Kindle+Store&qid=1706499519&s=digital-text&sprefix=%2Cdigital-text%2C79&sr=1-18,$0.99,David Baldacci,3.7 out of 5 stars,"11,143",https://m.media-amazon.com/images/I/91KXWN7EE5L._AC_UY218_.jpg,2024-01-28 22:38:44
The Long Road Home Boxset: A Small Town Post Apocalypse EMP Thriller,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTIyMzE4MjkzODAzMDI4OjE3MDY0OTk1MTk6c3BfYnRmOjMwMDExNDQ2NzI3OTYwMjo6MDo6&url=%2FLong-Road-Home-Boxset-Apocalypse-ebook%2Fdp%2FB0CR6M9H3D%2Fref%3Dsr_1_19_sspa%3Fcrid%3D35BK3MAMZOGFM%26keywords%3DKindle%2BStore%26qid%3D1706499519%26s%3Ddigital-text%26sprefix%3D%252Cdigital-text%252C79%26sr%3D1-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,$0.00,Clay Wise,4.4 out of 5 stars,22,https://m.media-amazon.com/images/I/81J9jr5x6ZL._AC_UY218_.jpg,2024-01-28 22:38:44
Quite Possibly Alien (Freeman Universe Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTIyMzE4MjkzODAzMDI4OjE3MDY0OTk1MTk6c3BfYnRmOjMwMDExODI2NTIxMjEwMjo6MDo6&url=%2FQuite-Possibly-Alien-Freeman-Universe-ebook%2Fdp%2FB00LNCO8NE%2Fref%3Dsr_1_20_sspa%3Fcrid%3D35BK3MAMZOGFM%26keywords%3DKindle%2BStore%26qid%3D1706499519%26s%3Ddigital-text%26sprefix%3D%252Cdigital-text%252C79%26sr%3D1-20-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,$0.00,Patrick O'Sullivan,4.3 out of 5 stars,682,https://m.media-amazon.com/images/I/91ivvVLX19S._AC_UY218_.jpg,2024-01-28 22:38:44
A Life of Death Trilogy: A Psychic Detective Mystery Series,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTIyMzE4MjkzODAzMDI4OjE3MDY0OTk1MTk6c3BfYnRmOjMwMDAwMTY5MTA2MjcwMjo6MDo6&url=%2FLife-Death-Books-1-3-Trilogy-ebook%2Fdp%2FB071WNH5XZ%2Fref%3Dsr_1_21_sspa%3Fcrid%3D35BK3MAMZOGFM%26keywords%3DKindle%2BStore%26qid%3D1706499519%26s%3Ddigital-text%26sprefix%3D%252Cdigital-text%252C79%26sr%3D1-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,$0.00,Weston Kincade,4.3 out of 5 stars,37,https://m.media-amazon.com/images/I/81ZtPl7T9FL._AC_UY218_.jpg,2024-01-28 22:38:44
The Velvet Promise (The Velvet Montgomery Annals Quadrilogy Book 1),https://www.amazon.com/Velvet-Promise-Montgomery-Annals-Quadrilogy-ebook/dp/B000FC0W88/ref=sr_1_17?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-17,$1.99,Jude Deveraux,4.4 out of 5 stars,"1,777",https://m.media-amazon.com/images/I/71+w7nePduL._AC_UY218_.jpg,2024-01-28 22:38:54
This Rough Magic: A completely unputdownable South of France adventure from the Queen of the Romantic Mystery (Mary Stewart Modern Classics),https://www.amazon.com/This-Rough-Magic-Mary-Stewart-ebook/dp/B00GW4P03U/ref=sr_1_18?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-18,$0.99,Mary Stewart,4.6 out of 5 stars,"3,616",https://m.media-amazon.com/images/I/71I2br2n6ZL._AC_UY218_.jpg,2024-01-28 22:38:54
"How to Kill Men and Get Away With It: A deliciously dark, hilariously twisted debut psychological thriller, about friendship, love and murder",https://www.amazon.com/How-Kill-Men-Away-psychological-ebook/dp/B0B9J17MBB/ref=sr_1_19?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-19,$0.99,Katy Brent,3.9 out of 5 stars,"2,736",https://m.media-amazon.com/images/I/719xjVwZOZL._AC_UY218_.jpg,2024-01-28 22:38:54
The German Midwife: the heartbreaking World War II historical fiction,https://www.amazon.com/German-Midwife-historical-romance-seller-ebook/dp/B07KTJ8DSV/ref=sr_1_20?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-20,$0.99,Mandy Robotham,4.5 out of 5 stars,"12,514",https://m.media-amazon.com/images/I/81p8hPQ9AbL._AC_UY218_.jpg,2024-01-28 22:38:54
The Pram (Creature Feature collection),https://www.amazon.com/Pram-Creature-Feature-collection-ebook/dp/B0CF3DLKLV/ref=sr_1_21?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-21,$0.00,Joe Hill,4.1 out of 5 stars,"4,672",https://m.media-amazon.com/images/I/81owQLCh+4L._AC_UY218_.jpg,2024-01-28 22:38:54
"The Queen’s Lady: the Kindle bestseller perfect for fans of gripping historical drama (Queens of the Tower, Book 2)",https://www.amazon.com/Queens-Lady-Tower-Book-ebook/dp/B097LXFCWH/ref=sr_1_22?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-22,$0.99,Joanna Hickson,4.4 out of 5 stars,878,https://m.media-amazon.com/images/I/81fE3N5eGSL._AC_UY218_.jpg,2024-01-28 22:38:54
Someone You Know: the emotional and gripping SUNDAY TIMES Crime Book of the Month,https://www.amazon.com/Someone-You-Know-emotional-bestselling-ebook/dp/B0BSNJ2C55/ref=sr_1_23?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-23,$0.99,Erin Kinsley,4.1 out of 5 stars,871,https://m.media-amazon.com/images/I/81pw7stx3aL._AC_UY218_.jpg,2024-01-28 22:38:54
The White Lie: The gripping and heart-breaking historical thriller based on a true story,https://www.amazon.com/White-Lie-gripping-heart-breaking-historical-ebook/dp/B0CD79NHYG/ref=sr_1_24?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-24,$0.99,J.G. Kelly,4.5 out of 5 stars,8,https://m.media-amazon.com/images/I/81gqNpGEYIL._AC_UY218_.jpg,2024-01-28 22:38:54
"Noah: A Small Town/ Fake Dating/ Romantic Comedy (The Cowboys of Calamity, Texas Book 1)",https://www.amazon.com/Noah-Dating-Romantic-Cowboys-Calamity-ebook/dp/B0C4MVPW3Z/ref=sr_1_25?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-25,$2.49,Lori  Wilde,4.4 out of 5 stars,263,https://m.media-amazon.com/images/I/81fgyS4iucL._AC_UY218_.jpg,2024-01-28 22:38:54
"Nobody Puts Romcoms In The Corner: The best and only GRUMPY/SUNSHINE romcom you need to read in 2024! (The Kathryn Freeman Romcom Collection, Book 7)",https://www.amazon.com/Nobody-Puts-Romcoms-Corner-Collection-ebook/dp/B0B67CGBVM/ref=sr_1_26?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-26,$0.99,Kathryn Freeman,4.4 out of 5 stars,545,https://m.media-amazon.com/images/I/717o5NQGDgL._AC_UY218_.jpg,2024-01-28 22:38:54
Cowboy Seeking Nanny (Cowboys of Moss Creek Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTEzNTExMzQwMzIyMDI4OjE3MDY0OTk1Mjk6c3BfbXRmOjIwMDA1NDM5NTc4NDQyMTo6MDo6&url=%2FCowboy-Seeking-Nanny-Classifieds-Book-ebook%2Fdp%2FB08DM2SLCT%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499529%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,Janice Whiteaker,4.5 out of 5 stars,"6,169",https://m.media-amazon.com/images/I/71UPQuR1BgL._AC_UY218_.jpg,2024-01-28 22:38:54
One Lost Soul: A chilling British detective crime thriller (The Hidden Norfolk Murder Mystery Series Book 1),https://www.amazon.com/One-Lost-Soul-chilling-detective-ebook/dp/B07YHSB8B1/ref=sr_1_28?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-28,$0.00,J M Dalgliesh,4.2 out of 5 stars,"28,394",https://m.media-amazon.com/images/I/81V-KiVSVdL._AC_UY218_.jpg,2024-01-28 22:38:54
Flood Tide (Dirk Pitt Adventure Book 14),https://www.amazon.com/Flood-Tide-Clive-Cussler-ebook/dp/B074DTJB2Y/ref=sr_1_29?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-29,$0.99,Clive Cussler,4.5 out of 5 stars,"11,831",https://m.media-amazon.com/images/I/81njWEL+FzL._AC_UY218_.jpg,2024-01-28 22:38:54
Worthy,https://www.amazon.com/Worthy-Catherine-Ryan-Hyde-ebook/dp/B00QQYZYOQ/ref=sr_1_30?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-30,$0.00,Catherine Ryan Hyde,4.3 out of 5 stars,"16,939",https://m.media-amazon.com/images/I/91DSVjUPzkL._AC_UY218_.jpg,2024-01-28 22:38:54
When Never Comes,https://www.amazon.com/When-Never-Comes-Barbara-Davis-ebook/dp/B073XJDDLJ/ref=sr_1_31?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-31,$0.00,Barbara Davis,4.4 out of 5 stars,"56,130",https://m.media-amazon.com/images/I/91OpW1KALkL._AC_UY218_.jpg,2024-01-28 22:38:54
The Far Traveler: Voyages of a Viking Woman,https://www.amazon.com/Far-Traveler-Voyages-Viking-Woman-ebook/dp/B00A8NARH0/ref=sr_1_32?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-32,$2.99,Nancy  Marie Brown,4.3 out of 5 stars,303,https://m.media-amazon.com/images/I/91k-fDmbTaL._AC_UY218_.jpg,2024-01-28 22:38:54
"The Child On Platform One: Inspired by the heartbreaking true story of the Kindertransport, an emotional and gripping World War 2 historical novel",https://www.amazon.com/Child-Platform-One-Absolutely-heartbreaking-ebook/dp/B07WR9CTRF/ref=sr_1_33?keywords=Kindle+Store&qid=1706499529&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-33,$0.99,Gill  Thompson,4.5 out of 5 stars,"6,227",https://m.media-amazon.com/images/I/81KUtHFdz7L._AC_UY218_.jpg,2024-01-28 22:38:54
The Assassin's Betrayal: CIA Assassin (Jason Drake Spy Thriller Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MDgyNzA1MTI2NDAzMDI4OjE3MDY0OTk1Mzk6c3BfYXRmX25leHQ6MjAwMDQ0OTM3NDk1MDk4OjowOjo&url=%2FAssassins-Betrayal-Assassin-Jason-Drake-ebook%2Fdp%2FB08KGQV8KH%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499539%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,$0.00,Auston King,4.3 out of 5 stars,"4,407",https://m.media-amazon.com/images/I/81xyuvJmyGL._AC_UY218_.jpg,2024-01-28 22:39:03
The Assassin's Game: CIA Assassin (Jason Drake Spy Thriller Book 2),https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MDgyNzA1MTI2NDAzMDI4OjE3MDY0OTk1Mzk6c3BfYXRmX25leHQ6MjAwMDc3MjE4MzIxNzExOjowOjo&url=%2FAssassins-Game-Asssassin-Jason-Drake-ebook%2Fdp%2FB08M4H844P%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499539%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,$0.00,Auston King,4.3 out of 5 stars,"3,636",https://m.media-amazon.com/images/I/613m6KfQJAL._AC_UY218_.jpg,2024-01-28 22:39:03
"Summer at the Comfort Food Café: A gorgeously uplifting and heartwarming romantic comedy to escape with this 2024! (The Comfort Food Café, Book 1)",https://www.amazon.com/Summer-at-Comfort-Food-Cafe-ebook/dp/B015EXDQIA/ref=sr_1_19?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-19,$0.99,Debbie Johnson,4.4 out of 5 stars,"13,870",https://m.media-amazon.com/images/I/813orFDQSeL._AC_UY218_.jpg,2024-01-28 22:39:03
The New House: An absolutely jaw-dropping psychological thriller with a killer twist you won’t see coming,https://www.amazon.com/New-House-absolutely-jaw-dropping-psychological-ebook/dp/B09PQHZ41V/ref=sr_1_20?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-20,$0.99,Tess Stimson,4.3 out of 5 stars,"4,102",https://m.media-amazon.com/images/I/81fnhoFyamL._AC_UY218_.jpg,2024-01-28 22:39:03
The Missing Daughter: A gripping and heart-wrenching novel with a shocking twist from the bestselling author of THE GIRL IN THE LETTER,https://www.amazon.com/Lost-Child-bestselling-author-Letter-ebook/dp/B07PP27ZR7/ref=sr_1_21?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-21,$0.99,Emily  Gunnis,4.3 out of 5 stars,"4,423",https://m.media-amazon.com/images/I/91YHr-jT9XS._AC_UY218_.jpg,2024-01-28 22:39:03
"The Poppy Sisters: Step into the past with this captivating historical novel, filled with heart-wrenching moments and unforgettable characters in 2024",https://www.amazon.com/Poppy-Sisters-Deborah-Carr-ebook/dp/B0BJTZQWL5/ref=sr_1_22?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-22,$0.99,Deborah Carr,4.0 out of 5 stars,"1,740",https://m.media-amazon.com/images/I/819EwWj9+DL._AC_UY218_.jpg,2024-01-28 22:39:03
This Rough Magic: A completely unputdownable South of France adventure from the Queen of the Romantic Mystery (Mary Stewart Modern Classics),https://www.amazon.com/This-Rough-Magic-Mary-Stewart-ebook/dp/B00GW4P03U/ref=sr_1_23?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-23,$0.99,Mary Stewart,4.6 out of 5 stars,"3,616",https://m.media-amazon.com/images/I/71I2br2n6ZL._AC_UY218_.jpg,2024-01-28 22:39:03
"The Girl Who Survived Auschwitz: A remarkable and compelling memoir of love, loss and hope during World War II",https://www.amazon.com/Girl-Who-Survived-Auschwitz-captivating-ebook/dp/B0BXCW2T96/ref=sr_1_24?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-24,$0.99,Eti Elboim,4.5 out of 5 stars,254,https://m.media-amazon.com/images/I/81nK5rsIRsL._AC_UY218_.jpg,2024-01-28 22:39:03
Stranded: A completely unputdownable psychological thriller with a jaw-dropping twist: Escape with the most twisty thriller of the year,https://www.amazon.com/Stranded-completely-unputdownable-psychological-jaw-dropping-ebook/dp/B091BNQDQW/ref=sr_1_25?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-25,$0.99,Sarah Goodwin,4.4 out of 5 stars,"5,911",https://m.media-amazon.com/images/I/91VbdCFgamS._AC_UY218_.jpg,2024-01-28 22:39:03
"Noah: A Small Town/ Fake Dating/ Romantic Comedy (The Cowboys of Calamity, Texas Book 1)",https://www.amazon.com/Noah-Dating-Romantic-Cowboys-Calamity-ebook/dp/B0C4MVPW3Z/ref=sr_1_26?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-26,$2.49,Lori  Wilde,4.4 out of 5 stars,263,https://m.media-amazon.com/images/I/81fgyS4iucL._AC_UY218_.jpg,2024-01-28 22:39:03
"The Blackmail Enigma: A Captivating Political Mystery Thriller of Crime, Intrigue & Quest for Justice. (American Tech Executive on Business Abroad Confronts Espionage and Crime Mysteries)",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MDgyNzA1MTI2NDAzMDI4OjE3MDY0OTk1Mzk6c3BfbXRmOjMwMDEyNzUzMDAyMTMwMjo6MDo6&url=%2FBlackmail-Enigma-K-J-Backford-ebook%2Fdp%2FB09HSQKX25%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499539%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,K.J. Backford,4.1 out of 5 stars,53,https://m.media-amazon.com/images/I/81xfYR53uwL._AC_UY218_.jpg,2024-01-28 22:39:03
My Neighbor's Secret,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MDgyNzA1MTI2NDAzMDI4OjE3MDY0OTk1Mzk6c3BfbXRmOjMwMDA5NzM2MDI2OTgwMjo6MDo6&url=%2FMy-Neighbors-Secret-Lauren-Rowe-ebook%2Fdp%2FB0CHGK2SGB%2Fref%3Dsr_1_28_sspa%3Fkeywords%3DKindle%2BStore%26qid%3D1706499539%26refinements%3Dp_n_deal_type%253A23566064011%26rnid%3D1248985011%26s%3Ddigital-text%26sr%3D1-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$0.00,Lauren Rowe,4.4 out of 5 stars,367,https://m.media-amazon.com/images/I/81--O6X-v7L._AC_UY218_.jpg,2024-01-28 22:39:03
The Fake Wife: An absolutely gripping psychological thriller with jaw-dropping twists from the author of THE SPLIT,https://www.amazon.com/Fake-Wife-absolutely-psychological-jaw-dropping-ebook/dp/B0CH7Z519N/ref=sr_1_29?keywords=Kindle+Store&qid=1706499539&refinements=p_n_deal_type%3A23566064011&rnid=1248985011&s=digital-text&sr=1-29,$0.99,Hachette  Book Group,4.3 out of 5 stars,224,https://m.media-amazon.com/images/I/71mT6z0DFtL._AC_UY218_.jpg,2024-01-28 22:39:03
